Global,,Program Change 1,,Program Change 2,,Program Change 3,,Program Change 4,,Program Change 5,,Continuous Controller 1,,,Continuous Controller 2,,,Switch 1,Switch 2,Expression Pedal A,,,,Expression Pedal B,,,,Note,
3,1,1,1,0,0,0,0,0,0,0,0,1,80,0,1,82,127,0,0,0,27,1,127,0,7,0,127,0,0
3,2,1,1,0,0,0,0,0,0,0,0,1,80,0,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
3,3,1,5,0,0,0,0,0,0,0,0,1,80,0,1,82,127,0,0,0,27,1,127,0,7,0,127,0,0
3,4,1,5,0,0,0,0,0,0,0,0,1,80,0,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
3,5,1,1,0,0,0,0,0,0,0,0,1,80,127,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
3,6,1,5,0,0,0,0,0,0,0,0,1,80,0,0,82,0,0,1,0,27,1,127,0,7,0,127,0,0
3,7,1,5,0,0,0,0,0,0,0,0,1,80,0,1,82,127,0,1,0,27,1,127,0,7,0,127,0,0
3,8,1,5,0,0,0,0,0,0,0,0,1,80,127,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
3,9,1,5,0,0,0,0,0,0,0,0,1,80,127,0,82,0,0,1,0,27,1,127,0,7,0,127,0,0
3,10,0,29,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,0,27,1,127,0,7,0,127,0,0
4,1,1,7,1,1,0,0,0,0,0,0,0,80,0,0,82,127,0,0,0,27,1,127,0,7,0,127,0,0
4,2,1,7,1,2,0,0,0,0,0,0,0,80,0,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
4,3,1,7,1,3,0,0,0,0,0,0,0,80,0,0,82,127,0,0,0,27,1,127,0,7,0,127,0,0
4,4,1,7,1,4,0,0,0,0,0,0,0,80,0,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
4,5,1,1,1,5,0,0,0,0,0,0,0,80,127,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
4,6,1,1,1,5,0,0,0,0,0,0,0,80,0,0,82,0,1,0,0,27,1,127,0,7,0,127,0,0
4,7,1,7,1,5,0,0,0,0,0,0,0,80,0,0,82,127,0,0,0,27,1,127,0,7,0,127,0,0
4,8,1,7,1,5,0,0,0,0,0,0,0,80,127,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
4,9,1,7,1,5,0,0,0,0,0,0,0,80,127,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
4,10,1,7,1,5,0,0,0,0,0,0,0,26,0,0,26,127,0,0,0,27,1,127,0,7,0,127,0,0
5,1,1,3,0,0,0,0,0,0,0,0,1,80,0,1,82,127,0,0,0,27,1,127,0,7,0,127,0,0
5,2,1,3,0,0,0,0,0,0,0,0,1,80,0,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
5,3,1,5,0,0,0,0,0,0,0,0,1,80,0,1,82,127,0,0,0,27,1,127,0,7,0,127,0,0
5,4,1,5,0,0,0,0,0,0,0,0,1,80,0,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
5,5,1,3,0,0,0,0,0,0,0,0,1,80,127,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
5,6,1,5,0,0,0,0,0,0,0,0,1,80,0,0,82,0,1,0,0,27,1,127,0,7,0,127,0,0
5,7,1,5,0,0,0,0,0,0,0,0,1,80,0,1,82,127,1,0,0,27,1,127,0,7,0,127,0,0
5,8,1,5,0,0,0,0,0,0,0,0,1,80,127,0,82,0,0,0,0,27,1,127,0,7,0,127,0,0
5,9,1,5,0,0,0,0,0,0,0,0,1,80,127,0,82,0,1,0,0,27,1,127,0,7,0,127,0,0
5,10,0,49,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,0,27,1,127,0,7,0,127,0,0
6,1,1,3,0,0,0,0,0,0,0,0,1,80,0,1,82,127,0,1,0,27,1,127,0,7,0,127,0,0
6,2,1,3,0,0,0,0,0,0,0,0,1,80,0,0,82,0,0,1,0,27,1,127,0,7,0,127,0,0
6,3,1,5,0,0,0,0,0,0,0,0,1,80,0,1,82,127,0,1,0,27,1,127,0,7,0,127,0,0
6,4,1,5,0,0,0,0,0,0,0,0,1,80,0,0,82,0,0,1,0,27,1,127,0,7,0,127,0,0
6,5,1,3,0,0,0,0,0,0,0,0,1,80,127,0,82,0,0,1,0,27,1,127,0,7,0,127,0,0
6,6,1,5,0,0,0,0,0,0,0,0,1,80,0,0,82,0,1,1,0,27,1,127,0,7,0,127,0,0
6,7,1,5,0,0,0,0,0,0,0,0,1,80,0,1,82,127,1,1,0,27,1,127,0,7,0,127,0,0
6,8,1,5,0,0,0,0,0,0,0,0,1,80,127,0,82,0,0,1,0,27,1,127,0,7,0,127,0,0
6,9,1,5,0,0,0,0,0,0,0,0,1,80,127,0,82,0,1,1,0,27,1,127,0,7,0,127,0,0
6,10,0,59,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,0,27,1,127,0,7,0,127,0,0
7,1,1,60,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
7,2,1,61,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
7,3,1,62,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
7,4,1,63,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
7,5,1,64,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
7,6,1,65,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
7,7,1,66,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
7,8,1,67,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
7,9,1,68,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
7,10,1,69,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
8,1,1,70,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
8,2,1,71,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
8,3,1,72,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
8,4,1,73,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
8,5,1,74,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
8,6,1,75,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
8,7,1,76,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
8,8,1,77,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
8,9,1,78,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
8,10,1,79,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
9,1,1,80,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
9,2,1,81,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
9,3,1,82,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
9,4,1,83,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
9,5,1,84,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
9,6,1,85,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
9,7,1,86,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
9,8,1,87,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
9,9,1,88,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
9,10,1,89,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
10,1,1,90,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
10,2,1,91,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
10,3,1,92,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
10,4,1,93,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
10,5,1,94,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
10,6,1,95,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
10,7,1,96,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
10,8,1,97,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
10,9,1,98,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
10,10,1,99,0,0,0,0,0,0,0,0,0,26,0,0,26,127,0,0,1,27,1,127,1,7,0,127,0,0
